-0.359848 -0.0244558
-0.41323 11.1434
-0.386982 2.933
-0.356991 -0.763942
-0.27966 -1.10356
-0.358431 4.1685
-0.296009 1.1294
-0.186402 -3.2021
-0.241385 3.65216
-0.331224 12.26
-0.203914 4.91687
-0.131715 4.81678
-0.0801357 4.90581
-0.102443 6.74121
-0.0670905 5.58882
-0.0488459 3.04267
-0.112197 16.7198
-0.0819108 15.0073
-0.0575634 11.105
0.0924338 -5.00472
-0.0164205 7.92639
0.0727349 8.15642
0.130753 12.525
0.146954 9.29822
0.130261 11.1663
0.20157 10.4923
0.151802 7.27981
0.149631 5.85058
0.266453 1.90914
0.252853 4.83986
0.223333 14.0332
0.335381 -1.23313
0.301129 6.03547
0.290922 21.0511
0.466094 2.20325
0.477467 3.33782
0.428562 11.7485
0.452956 11.7497
0.578754 5.04664
0.555438 1.63028
0.536872 5.21824
0.551163 11.2107
0.645721 -3.19052
0.553947 12.5555
0.547756 3.08171
0.556027 9.26545
0.544687 6.97143
0.506608 21.2154
0.576853 3.32998
0.555165 5.55946
0.500761 17.8589
0.633693 10.4932
0.709837 5.25619
0.705059 10.6437
0.659347 11.2956
0.636803 17.7106
0.85007 4.41046
0.763931 15.612
0.74579 10.498
0.820995 7.55485
0.951871 -3.37097
0.872343 7.73816
0.882848 3.70725
0.833313 13.7941
0.798098 18.8087
1.02522 -0.80404
0.981 6.05295
0.946782 6.48875
0.942133 13.7969
0.898209 12.4021
1.03245 7.77208
0.98793 6.02692
0.943726 8.50075
1.09359 -0.509872
1.0324 13.0785
1.12087 10.4673
1.14337 6.13016
1.07263 17.2894
1.20657 1.88756
1.01339 23.2445
1.15241 9.41015
1.27064 0.533384
1.19429 2.89645
1.10904 9.76919
1.12953 12.8841
1.25342 -1.178
1.10128 19.9094
1.40574 0.766512
1.31261 11.4146
1.19469 25.681
1.39904 15.4425
1.56919 -3.06985
1.41539 12.7199
1.35757 18.1665
1.49126 12.2109
1.56074 4.60252
1.49951 13.5941
1.51377 14.1378
1.56287 2.94081
1.58289 4.33214
1.53229 15.0136
1.63653 10.058
1.59119 15.5426
1.61235 10.6608
1.73946 9.2072
1.71437 11.8054
1.66222 23.8078
1.6844 20.3096
1.75731 12.8625
1.90285 5.51267
1.90336 1.84117
1.84965 8.06294
1.95096 9.90425
1.9744 8.94036
1.99056 7.511
2.0494 3.99766
2.12476 2.62212
2.18034 -0.164857
2.12527 7.12361
2.13973 3.72879
2.12072 10.4602
2.05698 10.7221
2.03076 13.1032
2.11153 7.33159
2.1813 6.56146
2.13169 15.1964
2.07137 17.1296
2.222 10.6202
2.31259 0.962257
2.24178 8.30525
2.22724 11.854
2.25017 10.9808
2.36173 3.86129
2.28863 11.1427
2.32638 9.7294
2.43347 3.89548
2.31585 14.9776
2.3778 6.17755
2.48294 0.274802
2.54637 -0.217137
2.44877 15.825
2.44053 15.3788
2.52172 15.6151
2.57067 12.4223
2.60139 10.3928
2.62974 14.6143
